ch_Species Acp_g Bcp_g Ccp_g Dcp_g Ecp_g AcpH_g BcpH_g CcpH_g DcpH_g EcpH_g Tmin Tmed Tmax Amu_g Bmu_g Cmu_g Ak_g Bk_g Ck_g Ad Bd Cd
4,5,6,11,11-pentamethylpentadecane -8.9646 0.2614 -0.00017963 6.3912e-08 -9.3654e-12 43.6067 0.12705 -5.0884e-05 9.0775e-09 -6.0728e-13 100 1565.26 5000 0 0 0 0 0 0 0 0 0
2,3,3,7,7-pentamethylpentadecane -8.423 0.26277 -0.00018303 6.6218e-08 -9.9812e-12 38.8225 0.13701 -5.7494e-05 1.0526e-08 -7.1607e-13 100 1502.72 5000 0 0 0 0 0 0 0 0 0
2,6,7,10,14-pentamethylpentadecane -10.1503 0.27074 -0.00017891 5.2053e-08 -4.2035e-12 50.4241 0.1207 -4.951e-05 9.0688e-09 -6.2109e-13 100 1274.03 5000 0 0 0 0 0 0 0 0 0
2,4,15-trimethylheptadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,10,10-trimethylheptadecane -9.2408 0.26464 -0.00018304 6.4927e-08 -9.4304e-12 46.5836 0.1238 -4.9787e-05 8.8968e-09 -5.9539e-13 100 1585.43 5000 0 0 0 0 0 0 0 0 0
2,11,12-trimethylheptadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,3,14,15-tetramethylhexadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,5,6-trimethylheptadecane -8.6885 0.26074 -0.00017955 6.428e-08 -9.532e-12 41.0412 0.13142 -5.343e-05 9.6151e-09 -6.4704e-13 100 1538.11 5000 0 0 0 0 0 0 0 0 0
2,12,13-trimethylheptadecane -8.6885 0.26074 -0.00017955 6.428e-08 -9.532e-12 41.0412 0.13142 -5.343e-05 9.6151e-09 -6.4704e-13 100 1538.11 5000 0 0 0 0 0 0 0 0 0
2,5,8,11,12-pentamethylpentadecane -8.6885 0.26074 -0.00017955 6.428e-08 -9.532e-12 41.0412 0.13142 -5.343e-05 9.6151e-09 -6.4704e-13 100 1538.11 5000 0 0 0 0 0 0 0 0 0
6,8,11-trimethylheptadecane -9.5206 0.26792 -0.00018653 6.601e-08 -9.5142e-12 49.5764 0.12053 -4.8685e-05 8.7155e-09 -5.8349e-13 100 1603.87 5000 0 0 0 0 0 0 0 0 0
2,3,6,10,11,13-hexamethyltetradecane -8.6848 0.2633 -0.0001828 6.5589e-08 -9.7434e-12 41.4269 0.13256 -5.4891e-05 9.9741e-09 -6.7504e-13 100 1533.22 5000 0 0 0 0 0 0 0 0 0
6,9,12-trimethylheptadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,2,3,4,6,7,8,9-octamethyldodecane -8.9581 0.26393 -0.00018282 6.5174e-08 -9.5643e-12 44.0141 0.12816 -5.2323e-05 9.4312e-09 -6.3484e-13 100 1560.63 5000 0 0 0 0 0 0 0 0 0
2,3,4,5,5,6,7,8,9-nonamethylundecane -9.2323 0.26715 -0.00018619 6.6158e-08 -9.6212e-12 47.0053 0.12488 -5.1211e-05 9.2469e-09 -6.2265e-13 100 1581.1 5000 0 0 0 0 0 0 0 0 0
2,2,3,5-tetramethylhexadecane -8.6885 0.26074 -0.00017955 6.428e-08 -9.532e-12 41.0412 0.13142 -5.343e-05 9.6151e-09 -6.4704e-13 100 1538.11 5000 0 0 0 0 0 0 0 0 0
2,13,15-trimethylheptadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,2,16-trimethylheptadecane -8.423 0.26277 -0.00018303 6.6218e-08 -9.9812e-12 38.8225 0.13701 -5.7494e-05 1.0526e-08 -7.1607e-13 100 1502.72 5000 0 0 0 0 0 0 0 0 0
3,10,13-trimethylheptadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
5,10,11-trimethylheptadecane -8.4234 0.26019 -0.00017971 6.4849e-08 -9.754e-12 38.4603 0.13583 -5.6008e-05 1.0161e-08 -6.8758e-13 100 1507.98 5000 0 0 0 0 0 0 0 0 0
2,4,7,10,11,11-hexamethyltetradecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,4,6,8,11-pentamethylpentadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,2,5,5,9,10,12-heptamethyltridecane -8.6885 0.26074 -0.00017955 6.428e-08 -9.532e-12 41.0412 0.13142 -5.343e-05 9.6151e-09 -6.4704e-13 100 1538.11 5000 0 0 0 0 0 0 0 0 0
4,5,6,7,8,9-hexamethyltetradecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
3,7,7-triethyl-3,4,9-trimethyl-undecane -8.9646 0.2614 -0.00017963 6.3912e-08 -9.3654e-12 43.6067 0.12705 -5.0884e-05 9.0775e-09 -6.0728e-13 100 1565.26 5000 0 0 0 0 0 0 0 0 0
2,2,4,4,5,6,8,10,10-nonamethylundecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
3,12,14-trimethylheptadecane -9.8282 0.26627 -0.00018394 6.4809e-08 -9.2626e-12 51.6685 0.11521 -4.4801e-05 7.8503e-09 -5.1846e-13 100 1628.47 5000 0 0 0 0 0 0 0 0 0
2,2,6,10,14-pentamethylpentadecane -9.6167 0.26184 -0.00016915 4.8904e-08 -3.877e-12 45.0967 0.12459 -4.9491e-05 8.9092e-09 -6.0435e-13 100 1255.12 5000 0 0 0 0 0 0 0 0 0
3,3,9,12,12-pentamethylpentadecane -8.6848 0.2633 -0.0001828 6.5589e-08 -9.7434e-12 41.4269 0.13256 -5.4891e-05 9.9741e-09 -6.7504e-13 100 1533.22 5000 0 0 0 0 0 0 0 0 0
2,5,8,11,14-pentamethylpentadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
3,5,6,8,10,12-hexamethyltetradecane -8.423 0.26277 -0.00018303 6.6218e-08 -9.9812e-12 38.8225 0.13701 -5.7494e-05 1.0526e-08 -7.1607e-13 100 1502.72 5000 0 0 0 0 0 0 0 0 0
2,6,10,10-tetramethylhexadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,2,6,6-tetramethylhexadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,2,3,6,7,7,8,11-octamethyldodecane -9.2408 0.26464 -0.00018304 6.4927e-08 -9.4304e-12 46.5836 0.1238 -4.9787e-05 8.8968e-09 -5.9539e-13 100 1585.43 5000 0 0 0 0 0 0 0 0 0
2,2,4,5,9,13-hexamethyltetradecane -8.6885 0.26074 -0.00017955 6.428e-08 -9.532e-12 41.0412 0.13142 -5.343e-05 9.6151e-09 -6.4704e-13 100 1538.11 5000 0 0 0 0 0 0 0 0 0
2,9,16-trimethylheptadecane -9.8157 0.26874 -0.000187 6.5977e-08 -9.4372e-12 52.1282 0.11623 -4.6188e-05 8.1916e-09 -5.4499e-13 100 1624.56 5000 0 0 0 0 0 0 0 0 0
2,5,5,10,10,13-hexamethyltetradecane -8.9646 0.2614 -0.00017963 6.3912e-08 -9.3654e-12 43.6067 0.12705 -5.0884e-05 9.0775e-09 -6.0728e-13 100 1565.26 5000 0 0 0 0 0 0 0 0 0
3,7,10,14-tetramethylhexadecane -9.5206 0.26792 -0.00018653 6.601e-08 -9.5142e-12 49.5764 0.12053 -4.8685e-05 8.7155e-09 -5.8349e-13 100 1603.87 5000 0 0 0 0 0 0 0 0 0
2,2,15-trimethylheptadecane -9.8107 0.26452 -0.00016447 3.8406e-08 4.1255e-13 46.9291 0.1244 -5.0665e-05 9.2983e-09 -6.401e-13 100 1199.28 5000 0 0 0 0 0 0 0 0 0
4,4,13,13-tetramethylhexadecane -8.1718 0.25975 -0.00018017 6.5679e-08 -1.0049e-11 35.8661 0.14028 -5.8619e-05 1.0717e-08 -7.2896e-13 100 1474.36 5000 0 0 0 0 0 0 0 0 0
2,5,10,14-tetramethylhexadecane -8.9581 0.26393 -0.00018282 6.5174e-08 -9.5643e-12 44.0141 0.12816 -5.2323e-05 9.4312e-09 -6.3484e-13 100 1560.63 5000 0 0 0 0 0 0 0 0 0
2,11,14-trimethylheptadecane -9.2323 0.26715 -0.00018619 6.6158e-08 -9.6212e-12 47.0053 0.12488 -5.1211e-05 9.2469e-09 -6.2265e-13 100 1581.1 5000 0 0 0 0 0 0 0 0 0
cyclohexane -0.0029244 0.076937 -3.4803e-05 1.8612e-09 2.0156e-12 13.8379 0.048594 -1.9547e-05 3.5284e-09 -2.3906e-13 100 1262.74 5000 0 0 0 0 0 0 0 0 0
1,trans-2-dimethylcyclobutane -0.88525 0.094053 -5.494e-05 1.5832e-08 -1.8419e-12 23.07 0.044924 -1.7157e-05 2.9173e-09 -1.8648e-13 100 1950.39 5000 0 0 0 0 0 0 0 0 0
1,1-dimethylcyclobutane -1.3704 0.10723 -6.4278e-05 1.9204e-08 -2.3402e-12 22.7911 0.054788 -2.1594e-05 3.7627e-09 -2.4553e-13 100 1842.9 5000 0 0 0 0 0 0 0 0 0
1,cis-2-dimethylcyclobutane -1.8759 0.12058 -7.3994e-05 2.2863e-08 -2.908e-12 22.7565 0.064399 -2.594e-05 4.5954e-09 -3.0399e-13 100 1753.78 5000 0 0 0 0 0 0 0 0 0
1,cis-3-dimethylcyclobutane -2.3989 0.13408 -8.4052e-05 2.6792e-08 -3.5443e-12 22.9021 0.073813 -3.0213e-05 5.4165e-09 -3.6184e-13 100 1679.17 5000 0 0 0 0 0 0 0 0 0
1,trans-3-dimethylcyclobutane -2.9364 0.14771 -9.4413e-05 3.097e-08 -4.246e-12 23.1871 0.083068 -3.4421e-05 6.2271e-09 -4.1907e-13 100 1616.4 5000 0 0 0 0 0 0 0 0 0
ethylcyclobutane -3.486 0.16146 -0.00010504 3.5374e-08 -5.0092e-12 23.5814 0.092192 -3.8575e-05 7.028e-09 -4.7569e-13 100 1563.17 5000 0 0 0 0 0 0 0 0 0
isopropylcyclopropane -4.0456 0.17529 -0.0001159 3.998e-08 -5.829e-12 24.0635 0.10121 -4.2682e-05 7.8201e-09 -5.3172e-13 100 1517.75 5000 0 0 0 0 0 0 0 0 0
1-methyl-1-ethylcyclopropane -4.6135 0.1892 -0.00012695 4.4764e-08 -6.7005e-12 24.6166 0.11013 -4.6748e-05 8.6044e-09 -5.8722e-13 100 1478.73 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-2-ethylcyclopropane -5.1882 0.20318 -0.00013818 4.9705e-08 -7.6186e-12 25.2279 0.11898 -5.0778e-05 9.3817e-09 -6.4222e-13 100 1445 5000 0 0 0 0 0 0 0 0 0
methylcyclopentane -5.7686 0.21721 -0.00014955 5.4785e-08 -8.5787e-12 25.8867 0.12777 -5.4779e-05 1.0153e-08 -6.9679e-13 100 1415.63 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-2-ethylcyclopropane -6.3537 0.23129 -0.00016105 5.9985e-08 -9.5761e-12 26.5857 0.1365 -5.8752e-05 1.0919e-08 -7.5095e-13 100 1389.95 5000 0 0 0 0 0 0 0 0 0
propylcyclopropane -6.9427 0.24541 -0.00017266 6.5292e-08 -1.0607e-11 27.3174 0.14518 -6.2703e-05 1.168e-08 -8.0478e-13 100 1367.29 5000 0 0 0 0 0 0 0 0 0
1,1,2-trimethylcyclopropane -7.535 0.25956 -0.00018436 7.0691e-08 -1.1668e-11 28.0774 0.15383 -6.6635e-05 1.2437e-08 -8.5829e-13 100 1347.25 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-3-trimethylcyclopropane 0.03059 0.072152 -9.3105e-06 -3.0846e-08 1.4513e-11 15.1224 0.047151 -1.9019e-05 3.5403e-09 -2.4861e-13 100 1061.43 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-3-trimethylcyclopropane 0.03059 0.072152 -9.3105e-06 -3.0846e-08 1.4513e-11 15.1224 0.047151 -1.9019e-05 3.5403e-09 -2.4861e-13 100 1061.43 5000 0 0 0 0 0 0 0 0 0
cycloheptane 0.19117 0.070135 -9.5971e-06 -2.7822e-08 1.3141e-11 13.4326 0.048457 -1.9087e-05 3.4935e-09 -2.4256e-13 100 1058.23 5000 0 0 0 0 0 0 0 0 0
cis-1,2-dimethylcyclopentane 0.19117 0.070135 -9.5971e-06 -2.7822e-08 1.3141e-11 13.4326 0.048457 -1.9087e-05 3.4935e-09 -2.4256e-13 100 1058.23 5000 0 0 0 0 0 0 0 0 0
cis-1,3-dimethylcyclopentane 0.10635 0.073442 -2.2094e-05 -1.282e-08 7.3939e-12 13.1589 0.049257 -1.9708e-05 3.5981e-09 -2.4773e-13 100 1120.69 5000 0 0 0 0 0 0 0 0 0
trans-1,3-dimethylcyclopentane 0.10635 0.073442 -2.2094e-05 -1.282e-08 7.3939e-12 13.1589 0.049257 -1.9708e-05 3.5981e-09 -2.4773e-13 100 1120.69 5000 0 0 0 0 0 0 0 0 0
trans-1,2-dimethylcyclopentane 0.10635 0.073442 -2.2094e-05 -1.282e-08 7.3939e-12 13.1589 0.049257 -1.9708e-05 3.5981e-09 -2.4773e-13 100 1120.69 5000 0 0 0 0 0 0 0 0 0
1,1-dimethylcyclopentane 0.097802 0.06902 2.7413e-06 -4.5517e-08 2.0229e-11 15.6962 0.045873 -1.8135e-05 3.3757e-09 -2.386e-13 100 1029.27 5000 0 0 0 0 0 0 0 0 0
ethylcyclopentane -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
methylcyclohexane -0.73285 0.088268 -2.7578e-05 -1.7417e-08 1.0256e-11 16.9621 0.05404 -2.197e-05 4.0715e-09 -2.8372e-13 100 1100.04 5000 0 0 0 0 0 0 0 0 0
cyclooctane -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
cis-1,4-dimethylcyclohexane -0.73285 0.088268 -2.7578e-05 -1.7417e-08 1.0256e-11 16.9621 0.05404 -2.197e-05 4.0715e-09 -2.8372e-13 100 1100.04 5000 0 0 0 0 0 0 0 0 0
1,1-dimethylcyclohexane -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
cis-1,2-dimethylcyclohexane -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
trans-1,2-dimethylcyclohexane -0.5786 0.086323 -2.8111e-05 -1.4087e-08 8.7605e-12 15.3085 0.055287 -2.2005e-05 4.0168e-09 -2.7703e-13 100 1103.64 5000 0 0 0 0 0 0 0 0 0
trans-1,3-dimethylcyclohexane -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
trans-1,4-dimethylcyclohexane -0.73285 0.088268 -2.7578e-05 -1.7417e-08 1.0256e-11 16.9621 0.05404 -2.197e-05 4.0715e-09 -2.8372e-13 100 1100.04 5000 0 0 0 0 0 0 0 0 0
cis-1,3-dimethylcyclohexane -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
ethylcyclohexane -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
isopropylcyclopentane -0.6896 0.089871 -4.1136e-05 1.166e-09 3.0813e-12 15.6711 0.055097 -2.2092e-05 4.0013e-09 -2.7261e-13 100 1206.85 5000 0 0 0 0 0 0 0 0 0
1-methyl-1-ethylcyclopentane -0.74993 0.083937 -3.0211e-06 -4.9818e-08 2.2992e-11 19.5984 0.050497 -2.031e-05 3.8292e-09 -2.7299e-13 100 1033.08 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-2-ethylcyclopentane -0.65489 0.085032 -1.5285e-05 -3.2222e-08 1.5948e-11 17.3312 0.053088 -2.1266e-05 3.9478e-09 -2.7702e-13 100 1056.45 5000 0 0 0 0 0 0 0 0 0
1-methyl-cis-3-ethylcyclopentane -0.65489 0.085032 -1.5285e-05 -3.2222e-08 1.5948e-11 17.3312 0.053088 -2.1266e-05 3.9478e-09 -2.7702e-13 100 1056.45 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-2-ethylcyclopentane -0.49345 0.083005 -1.5535e-05 -2.9246e-08 1.4597e-11 15.6389 0.054399 -2.1337e-05 3.9016e-09 -2.7102e-13 100 1052.95 5000 0 0 0 0 0 0 0 0 0
1-methyl-trans-3-ethylcyclopentane -0.65489 0.085032 -1.5285e-05 -3.2222e-08 1.5948e-11 17.3312 0.053088 -2.1266e-05 3.9478e-09 -2.7702e-13 100 1056.45 5000 0 0 0 0 0 0 0 0 0
propylcyclopentane -1.5133 0.10455 -4.6255e-05 -3.6937e-09 5.9725e-12 19.1311 0.060411 -2.464e-05 4.5388e-09 -3.1371e-13 100 1152.2 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-4-trimethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,trans-2,cis-3-trimethylcyclopentane -1.2627 0.099192 -3.4075e-05 -1.5439e-08 1.0169e-11 17.4734 0.061293 -2.429e-05 4.4329e-09 -3.0613e-13 100 1091.21 5000 0 0 0 0 0 0 0 0 0
1,1,3-trimethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,cis-2,trans-3-trimethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,1,2-trimethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,trans-2,cis-4-trimethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-3-trimethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,cis-2,cis-4-trimethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
cyclononane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
tert-butylcyclopentane -1.5133 0.10455 -4.6255e-05 -3.6937e-09 5.9725e-12 19.1311 0.060411 -2.464e-05 4.5388e-09 -3.1371e-13 100 1152.2 5000 0 0 0 0 0 0 0 0 0
butylcyclopentane -1.5133 0.10455 -4.6255e-05 -3.6937e-09 5.9725e-12 19.1311 0.060411 -2.464e-05 4.5388e-09 -3.1371e-13 100 1152.2 5000 0 0 0 0 0 0 0 0 0
sec-butylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,cis-2-diethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,1-diethylcyclopentane -1.5133 0.10455 -4.6255e-05 -3.6937e-09 5.9725e-12 19.1311 0.060411 -2.464e-05 4.5388e-09 -3.1371e-13 100 1152.2 5000 0 0 0 0 0 0 0 0 0
1,trans-3-diethylcyclopentane -1.3714 0.10274 -4.719e-05 6.7798e-11 4.3299e-12 17.6225 0.061429 -2.4549e-05 4.4557e-09 -3.0473e-13 100 1169.54 5000 0 0 0 0 0 0 0 0 0
1,trans-2-diethylcyclopentane -1.7027 0.10838 -6.5483e-05 1.9743e-08 -2.4085e-12 25.4105 0.050498 -1.9149e-05 3.258e-09 -2.09e-13 100 1873.78 5000 0 0 0 0 0 0 0 0 0
1,cis-3-diethylcyclopentane -1.7027 0.10838 -6.5483e-05 1.9743e-08 -2.4085e-12 25.4105 0.050498 -1.9149e-05 3.258e-09 -2.09e-13 100 1873.78 5000 0 0 0 0 0 0 0 0 0
1,cis-3-dimethyl-1-ethylcyclopentane -1.7027 0.10838 -6.5483e-05 1.9743e-08 -2.4085e-12 25.4105 0.050498 -1.9149e-05 3.258e-09 -2.09e-13 100 1873.78 5000 0 0 0 0 0 0 0 0 0
1,trans-3-dimethyl-1-ethylcyclopentane -1.7027 0.10838 -6.5483e-05 1.9743e-08 -2.4085e-12 25.4105 0.050498 -1.9149e-05 3.258e-09 -2.09e-13 100 1873.78 5000 0 0 0 0 0 0 0 0 0
1,cis-2-dimethyl-1-ethylcyclopentane -1.7027 0.10838 -6.5483e-05 1.9743e-08 -2.4085e-12 25.4105 0.050498 -1.9149e-05 3.258e-09 -2.09e-13 100 1873.78 5000 0 0 0 0 0 0 0 0 0
1,trans-2-dimethyl-1-ethylcyclopentane -1.5012 0.099932 -2.0983e-05 -3.661e-08 1.8751e-11 21.2314 0.057717 -2.3444e-05 4.4019e-09 -3.1146e-13 100 1055.34 5000 0 0 0 0 0 0 0 0 0
1,1-dimethyl-2-ethylcyclopentane -1.34 0.097907 -2.1241e-05 -3.3625e-08 1.7396e-11 19.5405 0.059025 -2.3513e-05 4.3554e-09 -3.0543e-13 100 1052.47 5000 0 0 0 0 0 0 0 0 0
1,1-dimethyl-3-ethylcyclopentane -1.34 0.097907 -2.1241e-05 -3.3625e-08 1.7396e-11 19.5405 0.059025 -2.3513e-05 4.3554e-09 -3.0543e-13 100 1052.47 5000 0 0 0 0 0 0 0 0 0
1,trans-3-dimethyl-cis-2-ethylcyclopentane -1.5012 0.099932 -2.0983e-05 -3.661e-08 1.8751e-11 21.2314 0.057717 -2.3444e-05 4.4019e-09 -3.1146e-13 100 1055.34 5000 0 0 0 0 0 0 0 0 0
1,cis-3-dimethyl-cis-2-ethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,cis-2-dimethyl-cis-3-ethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,trans-2-dimethyl-cis-3-ethylcyclopentane -1.2627 0.099192 -3.4075e-05 -1.5439e-08 1.0169e-11 17.4734 0.061293 -2.429e-05 4.4329e-09 -3.0613e-13 100 1091.21 5000 0 0 0 0 0 0 0 0 0
1,cis-2-dimethyl-cis-4-ethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,trans-3-dimethyl-cis-4-ethylcyclopentane -1.2627 0.099192 -3.4075e-05 -1.5439e-08 1.0169e-11 17.4734 0.061293 -2.429e-05 4.4329e-09 -3.0613e-13 100 1091.21 5000 0 0 0 0 0 0 0 0 0
1,cis-3-dimethyl-cis-4-ethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,trans-2-dimethyl-cis-4-ethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,cis-3-dimethyl-trans-2-ethylcyclopentane -1.4187 0.10116 -3.3606e-05 -1.8693e-08 1.1635e-11 19.1407 0.060024 -2.4243e-05 4.4847e-09 -3.1259e-13 100 1089.79 5000 0 0 0 0 0 0 0 0 0
1,trans-2-dimethyl-trans-3-ethylcyclopentane -2.3245 0.12112 -6.5659e-05 1.0565e-08 1.6184e-12 21.9948 0.065711 -2.6735e-05 4.8777e-09 -3.3349e-13 100 1234.77 5000 0 0 0 0 0 0 0 0 0
1,cis-2-dimethyl-trans-3-ethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1,cis-2-dimethyl-trans-4-ethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
1,cis-3-dimethyl-trans-4-ethylcyclopentane -2.2203 0.11969 -6.7635e-05 1.5315e-08 -3.0965e-13 21.2071 0.065629 -2.606e-05 4.6647e-09 -3.1423e-13 100 1299.82 5000 0 0 0 0 0 0 0 0 0
