ch_Species Ap Bp Cp Dp Ep Ah nh
trans-1,4-dimethylcyclohexane 32.573 -2987.2 -8.6494 -2.1355e-09 2.2946e-06 50.471 0.403 
cis-1,3-dimethylcyclohexane 32.478 -3006.7 -8.5896 7.0258e-11 2.1739e-06 51.53 0.415 
ethylcyclohexane 32.709 -3128.3 -8.6023 -3.9268e-11 1.9935e-06 54.124 0.421 
isopropylcyclopentane 16.779 -2420.5 -3.0136 0 0 51.652 0.38 
1-methyl-1-ethylcyclopentane 11.103 -2575.7 0.6909 -0.012137 8.3378e-06 50.481 0.369 
1-methyl-cis-2-ethylcyclopentane 17.768 -2493.7 -3.3311 0 0 51.893 0.38 
1-methyl-cis-3-ethylcyclopentane 17.803 -2454.5 -3.3501 0 0 50.951 0.38 
1-methyl-trans-2-ethylcyclopentane 17.379 -2426.9 -3.2145 0 0 50.964 0.38 
1-methyl-trans-3-ethylcyclopentane 16.887 -2393.6 -3.0569 0 0 50.951 0.38 
propylcyclopentane 33.922 -3209.7 -8.9914 -3.2992e-11 2.0684e-06 55.488 0.426 
1,cis-2,trans-4-trimethylcyclopentane 17.647 -2395 -3.3284 0 0 49.685 0.38 
1,trans-2,cis-3-trimethylcyclopentane 17.124 -2322.5 -3.1681 0 0 48.812 0.38 
1,1,3-trimethylcyclopentane 16.563 -2260.3 -2.9884 0 0 47.805 0.38 
1,cis-2,trans-3-trimethylcyclopentane 17.846 -2412.7 -3.3912 0 0 49.788 0.38 
1,1,2-trimethylcyclopentane 16.922 -2334.8 -3.094 0 0 48.979 0.38 
1,trans-2,cis-4-trimethylcyclopentane 17.581 -2346.9 -3.3161 0 0 48.69 0.38 
1,cis-2,cis-3-trimethylcyclopentane 17.965 -2453.2 -3.4226 0 0 50.524 0.38 
1,cis-2,cis-4-trimethylcyclopentane 18.205 -2433.4 -3.5069 0 0 49.721 0.38 
cyclononane 17.767 -2810.2 -3.2633 0 0 58.516 0.38 
tert-butylcyclopentane 18.73 -2638.5 -3.6385 0 0 53.607 0.38 
butylcyclopentane 63.593 -4322.6 -20.646 0.0087543 -2.7299e-07 56.572 0.38 
sec-butylcyclopentane 19.36 -2783.3 -3.7889 0 0 56.633 0.38 
1,cis-2-diethylcyclopentane 18.604 -2719.9 -3.5546 0 0 56.623 0.38 
1,1-diethylcyclopentane 18.515 -2700.3 -3.525 0 0 55.845 0.38 
1,trans-3-diethylcyclopentane 18.559 -2694.9 -3.5445 0 0 56.128 0.38 
1,trans-2-diethylcyclopentane 18.528 -2677.6 -3.5373 0 0 55.784 0.38 
1,cis-3-diethylcyclopentane 18.559 -2694.9 -3.5445 0 0 56.128 0.38 
1,cis-3-dimethyl-1-ethylcyclopentane 18.092 -2558.1 -3.4301 0 0 53.119 0.38 
1,trans-3-dimethyl-1-ethylcyclopentane 18.092 -2558.1 -3.4301 0 0 53.119 0.38 
1,cis-2-dimethyl-1-ethylcyclopentane 18.195 -2613.2 -3.4537 0 0 54.209 0.38 
1,trans-2-dimethyl-1-ethylcyclopentane 18.195 -2613.2 -3.4537 0 0 54.209 0.38 
1,1-dimethyl-2-ethylcyclopentane 18.118 -2571.9 -3.4361 0 0 53.392 0.38 
1,1-dimethyl-3-ethylcyclopentane 18.066 -2544.3 -3.4241 0 0 52.847 0.38 
1,trans-3-dimethyl-cis-2-ethylcyclopentane 18.247 -2611.9 -3.4749 0 0 54.555 0.38 
1,cis-3-dimethyl-cis-2-ethylcyclopentane 18.348 -2667.1 -3.4978 0 0 55.653 0.38 
1,cis-2-dimethyl-cis-3-ethylcyclopentane 18.348 -2667.1 -3.4978 0 0 55.653 0.38 
1,trans-2-dimethyl-cis-3-ethylcyclopentane 18.17 -2570.6 -3.4572 0 0 53.732 0.38 
1,cis-2-dimethyl-cis-4-ethylcyclopentane 18.286 -2632.6 -3.4836 0 0 54.966 0.38 
1,trans-3-dimethyl-cis-4-ethylcyclopentane 18.802 -2936.1 -3.5984 0 0 61.02 0.38 
1,cis-3-dimethyl-cis-4-ethylcyclopentane 18.26 -2618.8 -3.4778 0 0 54.692 0.38 
1,trans-2-dimethyl-cis-4-ethylcyclopentane 18.196 -2584.3 -3.4632 0 0 54.006 0.38 
1,cis-3-dimethyl-trans-2-ethylcyclopentane 18.157 -2563.7 -3.4542 0 0 53.595 0.38 
1,trans-2-dimethyl-trans-3-ethylcyclopentane 18.26 -2618.8 -3.4778 0 0 54.692 0.38 
1,cis-2-dimethyl-trans-3-ethylcyclopentane 18.26 -2618.8 -3.4778 0 0 54.692 0.38 
1,cis-2-dimethyl-trans-4-ethylcyclopentane 18.286 -2632.6 -3.4836 0 0 54.966 0.38 
1,cis-3-dimethyl-trans-4-ethylcyclopentane 18.157 -2563.7 -3.4542 0 0 53.595 0.38 
1,trans-3-dimethyl-trans-4-ethylcyclopentane 18.26 -2618.8 -3.4778 0 0 54.692 0.38 
isobutylcyclopentane 19.273 -2737.3 -3.7693 0 0 55.744 0.38 
isopropylcyclohexane 38.64 -3553.7 -10.621 8.7017e-11 2.7087e-06 56.96 0.384 
1-methyl-1-ethylcyclohexane 14.655 -2419.5 -2.315 0 0 55.231 0.38 
1-methyl-1-isopropylcyclopentane 18.243 -2645.7 -3.4598 0 0 54.659 0.38 
1-methyl-1-propylcyclopentane 18.458 -2668.8 -3.5121 0 0 55.223 0.38 
1-methyl-cis-2-ethylcyclohexane 19.836 -2805.8 -3.9575 0 0 56.118 0.38 
1-methyl-cis-2-isopropylcyclopentane 18.295 -2644 -3.4811 0 0 55.004 0.38 
1-methyl-cis-2-propylcyclopentane 18.592 -2713 -3.5518 0 0 56.487 0.38 
1-methyl-cis-3-ethylcyclohexane 18.655 -2672.4 -3.5925 0 0 55.008 0.38 
1-methyl-cis-3-isopropylcyclopentane 18.219 -2602.6 -3.4637 0 0 54.182 0.38 
1-methyl-cis-3-propylcyclopentane 18.534 -2680.9 -3.5387 0 0 55.85 0.38 
1-methyl-cis-4-ethylcyclohexane 23.06 -3001.2 -4.987 0 0 55.419 0.38 
1-methyl-trans-2-ethylcyclohexane 19.894 -2782.4 -3.9815 0 0 55.515 0.38 
1-methyl-trans-2-isopropylcyclopentane 18.206 -2595.7 -3.4608 0 0 54.045 0.38 
1-methyl-trans-2-propylcyclopentane 18.513 -2669.5 -3.534 0 0 55.623 0.38 
1-methyl-trans-3-ethylcyclohexane 20.522 -2822.3 -4.1817 0 0 55.419 0.38 
1-methyl-trans-3-isopropylcyclopentane 18.219 -2602.6 -3.4637 0 0 54.182 0.38 
1-methyl-trans-3-propylcyclopentane 18.534 -2680.9 -3.5387 0 0 55.85 0.38 
1-methyl-trans-4-ethylcyclohexane 14.131 -2355.5 -2.1556 0 0 55.008 0.38 
propylcyclohexane 33.684 -3407 -8.8018 -7.6792e-11 1.6258e-06 59.92 0.444 
1,cis-2,cis-3,cis-4-tetramethylcyclopentane 12.5677 -2333.69 -1.5247 5.3015e-09 -6.4127e-07 53.969 0.38 
1,cis-2,trans-3,trans-4-tetramethylcyclopentane 18.1808 -2608.29 -3.4138 4.3382e-10 -2.5579e-07 53.021 0.38 
1,cis-2,trans-3,cis-4-tetramethylcyclopentane 9.8233 -2166.73 -0.5391 -1.0983e-09 -1.1415e-06 52.074 0.38 
1,cis-2,cis-3,trans-4-tetramethylcyclopentane 5.3529 -1951.04 0.9599 -3.339e-09 -1.4134e-06 53.021 0.38 
1,1,cis-3,cis-4-tetramethylcyclopentane 21.6514 -2678.59 -4.7044 -7.2152e-11 4.8529e-07 52.01 0.38 
1,2,2,trans-3-tetramethylcyclopentane 22.8742 -2739.26 -5.1462 -2.2517e-10 6.912e-07 52.682 0.38 
1,1,cis-2,cis-4-tetramethylcyclopentane 22.9024 -2728.09 -5.1283 -9.3221e-11 5.6087e-07 51.607 0.38 
1,1,3,3-tetramethylcyclopentane 12.3159 -2116.45 -1.5587 -5.6687e-11 -1.8862e-07 49.676 0.38 
1,1,cis-3,trans-4-tetramethylcyclopentane 21.6424 -2644.92 -4.6777 -1.4261e-10 3.5978e-07 50.478 0.38 
1,2,2,cis-3-tetramethylcyclopentane 17.887 -2531.8 -3.3849 0 0 52.682 0.38 
1,1,cis-2,trans-3-tetramethylcyclopentane 17.783 -2477.5 -3.361 0 0 51.607 0.38 
1,1,cis-2,cis-3-tetramethylcyclopentane 17.887 -2531.8 -3.3849 0 0 52.682 0.38 
1,1,2,2-tetramethylcyclopentane 17.77 -2499.4 -3.3487 0 0 51.683 0.38 
1,trans-2,trans-3,cis-4-tetramethylcyclopentane 17.85 -2483.5 -3.3855 0 0 52.074 0.38 
1,trans-2,cis-3,trans-4-tetramethylcyclopentane 17.802 -2459.1 -3.3744 0 0 51.587 0.38 
1,trans-2,trans-4-trimethylcyclohexane 10.59 -2049 -1.0559 0 0 53.361 0.38 
1,cis-2,trans-4-trimethylcyclohexane 10.556 -2079.6 -1.0428 0 0 54.277 0.38 
1,cis-2,cis-3-trimethylcyclohexane 9.2779 -2013.4 -0.636 0 0 54.954 0.38 
cis,trans-1,3,5-trimethylcyclohexane -211.17 2677.4 93.218 -0.10535 4.2323e-05 54.444 0.38 
1,cis-3,cis-5-trimethylcyclohexane 15.939 -2403.2 -2.7613 0 0 52.981 0.38 
1,trans-2,cis-4-trimethylcyclohexane 10.585 -2067.1 -1.0531 0 0 53.872 0.38 
1,cis-3,trans-5-trimethylcyclohexane 10 -2008.3 -0.8684 0 0 53.361 0.38 
1,1,3-trimethylcyclohexane 17.073 -2475.5 -3.1199 0 0 52.407 0.38 
1,cis-2,trans-3-trimethylcyclohexane 10.525 -2092.1 -1.0321 0 0 54.683 0.38 
1,1,4-trimethylcyclohexane 14.858 -2314.1 -2.4157 0 0 52.189 0.38 
1,1,2-trimethylcyclohexane 15.465 -2412.7 -2.6004 0 0 53.558 0.38 
1,cis-2,cis-4-trimethylcyclohexane 8.9561 -1967.5 -0.5349 0 0 54.277 0.38 
1,trans-2,cis-3-trimethylcyclohexane 11.893 -2153.2 -1.4694 0 0 53.736 0.38 
cyclodecane 18.026 -2961.6 -3.3295 0 0 62.041 0.38 
butylcyclohexane 33.634 -3647.9 -8.6428 -9.6941e-11 1.1897e-06 65.519 0.46 
pentylcyclopentane 26.3629 -3580.6 -5.214 -0.0059 4.6192e-06 61.613 0.38 
cycloundecane 18.178 -3070.8 -3.3718 0 0 64.808 0.38 
pentylcyclohexane 40.7395 -4146.6 -11.0786 8.4198e-10 2.2352e-06 65.151 0.38 
hexylcyclopentane 48.3 -4570.8 -13.563 -0.00041718 3.0684e-06 66.188 0.38 
cyclododecane 18.415 -3195.4 -3.4305 0 0 69.915 0.38 
heptylcyclopentane 48.074 -4887.6 -13.081 -0.0020206 3.6908e-06 71.533 0.38 
hexylcyclohexane 44.228 -4661 -11.795 -0.0020286 3.3751e-06 69.465 0.38 
cis-decahydronaphthalene 45.634 -4210 -12.881 -7.8083e-11 2.8637e-06 64.211 0.434 
trans-decahydronaphthalene 76.1 -5030 -25.078 0.0097608 -2.5814e-13 52.979 0.285 
1-methyl-cis-decahydronaphthalene 18.632 -3261.7 -3.4769 0 0 68.989 0.38 
2-methyl-cis-decahydronaphthalene 18.387 -3078 -3.4257 0 0 65.211 0.38 
4a-methyl-cis-decahydronaphthalene 18.377 -3071.2 -3.4237 0 0 65.071 0.38 
1-methyl-trans-decahydronaphthalene 18.561 -3207.3 -3.4623 0 0 67.868 0.38 
4a-methyl-trans-decahydronaphthalene 18.281 -3003.2 -3.4033 0 0 63.674 0.38 
2-methyl-trans-decahydronaphthalene 18.31 -3023.6 -3.4095 0 0 64.093 0.38 
bicyclohexyl 43.715 -4473.7 -12.082 1.0564e-10 2.4453e-06 68.541 0.354 
1,4a-dimethyl-trans-decahydronaphthalene 18.422 -3051.9 -3.4477 0 0 67.025 0.38 
1-ethyl-cis-decahydronaphthalene 19.095 -3424.1 -3.5908 0 0 74.317 0.38 
4a-ethyl-cis-decahydronaphthalene 18.855 -3237.8 -3.5416 0 0 70.208 0.38 
2-ethyl-cis-decahydronaphthalene 18.873 -3251.6 -3.5454 0 0 70.512 0.38 
1-ethyl-trans-decahydronaphthalene 19.052 -3389.6 -3.582 0 0 73.555 0.38 
2-ethyl-trans-decahydronaphthalene 18.809 -3203.3 -3.5319 0 0 69.449 0.38 
dicyclohexylmethane 18.583 -3344.3 -3.434 0 0 73.454 0.38 
1,1-dicyclohexylethane 19.043 -3517.6 -3.5455 0 0 77.513 0.38 
1,1-dicyclohexylpropane 19.449 -3652.1 -3.6453 0 0 80.723 0.38 
benzene 31.772 -2725.4 -8.4443 -5.3534e-09 2.7187e-06 49.888 0.489 
toluene 34.077 -3037.9 -9.1635 1.0289e-11 2.7035e-06 50.139 0.383 
ethylbenzene 36.2 -3340.2 -9.797 -1.1467e-11 2.5758e-06 54.788 0.388 
m-xylene 34.68 -3298.1 -9.257 -4.3563e-10 2.4103e-06 60.216 0.458 
o-xylene 37.241 -3457.3 -10.126 9.0676e-11 2.6123e-06 55.606 0.375 
p-xylene 60.053 -4015.9 -19.441 0.0082881 -2.3647e-12 52.91 0.354 
cumene -0.9234 -2955.8 7.1685 -0.025369 1.4858e-05 57.201 0.363 
p-ethyltoluene 46.903 -3838.2 -14.154 0.0049305 -1.3901e-13 61.086 0.413 
m-ethyltoluene 39.891 -3604.2 -11.466 0.0035274 7.3492e-14 61.228 0.418 
o-ethyltoluene 15.114 -2982.1 -1.2619 -0.0063248 3.5155e-06 60.553 0.415 
mesitylene 37.636 -3675.3 -10.156 -1.0068e-10 2.4232e-06 60.07 0.365 
propylbenzene 39.822 -3697.8 -10.962 8.7429e-11 2.6959e-06 60.107 0.397 
1,2,3-trimethylbenzene 2.7492 -2642.8 3.612 -0.010213 5.0553e-06 58.787 0.345 
1,2,4-trimethylbenzene 2.1667 -2631.8 4.035 -0.011776 6.0956e-06 57.823 0.342 
tert-butylbenzene 41.452 -3902.7 -11.41 2.423e-10 2.2517e-06 64.314 0.464 
sec-butylbenzene 61.59 -4509.3 -19.522 0.0069865 7.8205e-14 66.188 0.472 
butylbenzene 49.969 -4398.1 -14.352 4.2054e-11 3.4379e-06 61.981 0.365 
m-cymene 4.9207 -2923.5 3.4809 -0.013932 7.445e-06 61.494 0.395 
p-cymene -5.5137 -3025.6 8.984 -0.025597 1.3823e-05 64.27 0.411 
o-cymene 7.1102 -3002.9 2.5743 -0.012918 6.9705e-06 62.18 0.399 
m-diethylbenzene 37.186 -3838 -9.8677 6.3157e-11 1.7741e-06 66.07 0.427 
o-diethylbenzene 3.4308 -2987.6 4.1014 -0.013931 6.9359e-06 65.1 0.418 
p-diethylbenzene -2.4793 -2894.2 6.7988 -0.018269 9.3732e-06 63.534 0.378 
5-ethyl-m-xylene 63.662 -4631.3 -20.395 0.0078833 4.4259e-14 63.322 0.369 
4-ethyl-m-xylene 10.676 -3016.6 0.5383 -0.0077304 4.0929e-06 62.138 0.352 
2-ethyl-m-xylene 62.133 -4666.5 -19.724 0.0073435 -1.1916e-13 65.477 0.383 
4-ethyl-o-xylene 60.023 -4581.4 -18.945 0.0070278 1.4101e-14 65.793 0.385 
3-ethyl-o-xylene 36.998 -3936 -9.7603 7.2747e-11 1.6679e-06 67.496 0.416 
2-ethyl-p-xylene 11.014 -2980.1 0.2701 -0.0067946 3.5409e-06 61.878 0.352 
isobutylbenzene -7.0438 -2689.2 8.7843 -0.021426 1.1248e-05 67.524 0.48 
1-methyl-2-propylbenzene 11.623 -2466.6 -1.2619 0 0 63.49 0.38 
1-methyl-3-propylbenzene 11.729 -2459.2 -1.2961 0 0 63.072 0.38 
1-methyl-4-propylbenzene 15.889 -2733.7 -2.6275 0 0 61.871 0.38 
1,2,3,5-tetramethylbenzene 37.8745 -3998.1 -10.0764 -9.1019e-07 1.9252e-06 66.027 0.37 
1,2,4,5-tetramethylbenzene 48.351 -4473.8 -13.7134 3.9e-05 3.0463e-06 65.063 0.358 
1,2,3,4-tetramethylbenzene 42.9352 -4318.9 -11.7578 -7.2371e-06 2.1244e-06 70.088 0.38 
naphthalene 34.916 -3935.7 -9.0648 -2.0672e-09 1.555e-06 76.15 0.526 
2-methylnaphthalene 56.205 -5256.3 -16.195 8.1583e-11 3.0253e-06 72.937 0.404 
1-methylnaphthalene 29.89 -3953.5 -7.2253 2.1109e-11 8.9552e-07 72.738 0.416 
1,5-dimethylnaphthalene 71.614 -5939.4 -22.479 0.0067276 2.3898e-07 78.435 0.38 
2,7-dimethylnaphthalene -1.7726 -3104.2 5.3361 -0.0096632 3.6806e-06 73.396 0.349 
2,6-dimethylnaphthalene -6.9795 -2948.8 7.4483 -0.011581 4.3391e-06 73.779 0.355 
2,3-dimethylnaphthalene 71.109 -5947.1 -22.272 0.0065823 2.5956e-07 78.869 0.38 
1,8-dimethylnaphthalene 19.03 -3561.3 -3.5073 0 0 74.595 0.38 
1,6-dimethylnaphthalene 31.113 -4140.3 -7.5477 -0.00064435 1.5135e-06 78.138 0.38 
1,4-dimethylnaphthalene 10.972 -2895.4 -1.0004 0 0 78.77 0.38 
1,3-dimethylnaphthalene 13.186 -3074.3 -1.6825 0 0 78.46 0.38 
1,7-dimethylnaphthalene 28.389 -4361.8 -6.3652 0 0 78.138 0.38 
1,2-dimethylnaphthalene 80.953 -6565.9 -25.417 0.0058637 1.2737e-06 78.915 0.38 
2-ethylnaphthalene 18.492 -3450.2 -3.3461 0 0 74.713 0.38 
1-ethylnaphthalene 7.565 -3759.7 2.6035 -0.011581 5.1365e-06 78.348 0.424 
1-isopropylnaphthalene 22.027 -3845.6 -4.4039 0 0 75.853 0.38 
2-isopropylnaphthalene 20.695 -3734.1 -3.9937 0 0 75.916 0.38 
2-methyl-1-ethylnaphthalene 20.704 -3790.3 -3.9759 0 0 77.222 0.38 
1-methyl-2-ethylnaphthalene 20.425 -3786.1 -3.8871 0 0 77.686 0.38 
2-methyl-3-ethylnaphthalene 256.58 -12145 -94.901 0.05957 -1.4277e-05 82.513 0.38 
1-methyl-3-ethylnaphthalene 23.275 -4012 -4.7668 0 0 77.222 0.38 
1-methyl-4-ethylnaphthalene 23.611 -4048.1 -4.8689 0 0 77.377 0.38 
2-methyl-4-ethylnaphthalene 19.779 -3717.1 -3.6905 0 0 77.377 0.38 
1-methyl-5-ethylnaphthalene 24.923 -4132.4 -5.2776 0 0 76.758 0.38 
2-methyl-5-ethylnaphthalene 23.584 -4017.5 -4.8653 0 0 76.758 0.38 
2-methyl-6-ethylnaphthalene 117.27 -7609.2 -40.107 0.018664 -2.8127e-06 81.463 0.38 
1-methyl-6-ethylnaphthalene 27.338 -4362.5 -6.0166 0 0 77.222 0.38 
1-methyl-7-ethylnaphthalene 18.816 -3614.6 -3.3968 0 0 76.913 0.38 
2-methyl-7-ethylnaphthalene 117.27 -7609.2 -40.107 0.018664 -2.8127e-06 81.463 0.38 
2-methyl-8-ethylnaphthalene 23.584 -4017.5 -4.8653 0 0 76.758 0.38 
1-methyl-8-ethylnaphthalene 18.872 -3645 -3.4105 0 0 77.531 0.38 
2-propylnaphthalene 144.88 -8399.7 -51.219 0.02791 -5.5943e-06 82.141 0.38 
1-propylnaphthalene 131.8 -7957.4 -46.101 0.024187 -4.5747e-06 82.034 0.38 
1,2,6-trimethylnaphthalene 31.504 -4773.7 -7.2892 0 0 78.393 0.38 
1,4,6-trimethylnaphthalene 25.195 -4209.2 -5.3541 0 0 78.083 0.38 
1,2,3-trimethylnaphthalene 47.277 -6179.5 -12.125 0 0 78.858 0.38 
2,3,6-trimethylnaphthalene 24.856 -4172.5 -5.2511 0 0 77.928 0.38 
1,2,4-trimethylnaphthalene 29.334 -4600.2 -6.6197 0 0 78.703 0.38 
1,2,5-trimethylnaphthalene 19.462 -3724 -3.5908 0 0 78.393 0.38 
1,6,7-trimethylnaphthalene 20.693 -3831.3 -3.9688 0 0 78.393 0.38 
1,2,7-trimethylnaphthalene 22.57 -3981.1 -4.5474 0 0 78.083 0.38 
1,2,8-trimethylnaphthalene 18.627 -3683.1 -3.3303 0 0 79.168 0.38 
1,3,5-trimethylnaphthalene 21.521 -3934 -4.2187 0 0 79.09 0.38 
1,3,6-trimethylnaphthalene 27.239 -4401.9 -5.9794 0 0 78.393 0.38 
1,3,8-trimethylnaphthalene 7.8157 -2733.3 -0.0138 0 0 79.168 0.38 
1,4,5-trimethylnaphthalene 21.059 -3896.8 -4.0765 0 0 79.168 0.38 
1,3,7-trimethylnaphthalene 18.256 -3618.9 -3.2203 0 0 78.393 0.38 
1-butylnaphthalene 49.769 -5518.1 -13.708 1.2616e-10 1.9679e-06 86.593 0.403 
2-butylnaphthalene 13.63 -3300.9 -1.7737 0 0 86.92 0.38 
1,7-diethylnaphthalene 1.1239 -2291.9 2.0495 0 0 84.664 0.38 
2,3-diethylnaphthalene 1.1239 -2291.9 2.0495 0 0 84.664 0.38 
1,4-diethylnaphthalene 1.1239 -2291.9 2.0495 0 0 84.664 0.38 
1,2-diethylnaphthalene 1.1239 -2291.9 2.0495 0 0 84.664 0.38 
1,6-diethylnaphthalene 1.1239 -2291.9 2.0495 0 0 84.664 0.38 
4,6-dimethyl-1-ethylnaphthalene -7.9824 -1459.6 4.8263 0 0 84.757 0.38 
2,4-dimethyl-1-ethylnaphthalene -7.9824 -1459.6 4.8263 0 0 84.757 0.38 
2,5-dimethyl-3-ethylnaphthalene -7.9824 -1459.6 4.8263 0 0 84.757 0.38 
1,2-dimethyl-4-ethylnaphthalene -7.9824 -1459.6 4.8263 0 0 84.757 0.38 
1,3-dimethyl-5-ethylnaphthalene -7.9824 -1459.6 4.8263 0 0 84.757 0.38 
1,4-dimethyl-5-ethylnaphthalene 7.756 -2891 0.0229 0 0 84.757 0.38 
1,3-dimethyl-6-ethylnaphthalene 5.825 -2715.4 0.6122 0 0 84.757 0.38 
1,4-dimethyl-6-ethylnaphthalene -1.2147 -2075.2 2.7607 0 0 84.757 0.38 
1,2-dimethyl-7-ethylnaphthalene -6.5736 -1587.8 4.3963 0 0 84.757 0.38 
2-isobutylnaphthalene -4.6213 -1736.5 3.7827 0 0 84.049 0.38 
1-isobutylnaphthalene 17.419 -3544.6 -2.9624 0 0 78.919 0.38 
2-methyl-1-isopropylnaphthalene 5.291 -2637 0.7568 0 0 84.142 0.38 
2-methyl-1-propylnaphthalene -6.0111 -1642.7 4.227 0 0 84.664 0.38 
3-methyl-2-isopropylnaphthalene 5.291 -2637 0.7568 0 0 84.142 0.38 
3-methyl-2-propylnaphthalene 3.7796 -2533.6 1.2391 0 0 84.664 0.38 
1-methyl-2-propylnaphthalene 1.9927 -2371 1.7844 0 0 84.664 0.38 
1-methyl-3-isopropylnaphthalene 7.1373 -2805.4 0.1936 0 0 84.142 0.38 
1-methyl-4-isopropylnaphthalene 2.6471 -2395.8 1.5633 0 0 84.142 0.38 
1-methyl-6-isopropylnaphthalene 2.6471 -2395.8 1.5633 0 0 84.142 0.38 
1-methyl-7-isopropylnaphthalene 27.875 -4459 -6.1771 0 0 79.241 0.38 
2-methyl-8-isopropylnaphthalene 26.831 -4375.7 -5.855 0 0 79.398 0.38 
2-sec-butylnaphthalene -4.6213 -1736.5 3.7827 0 0 84.049 0.38 
1-sec-butylnaphthalene -4.6213 -1736.5 3.7827 0 0 84.049 0.38 
2-tert-butylnaphthalene -8.2258 -1603.52 5.1805 -5.651e-11 -7.1315e-07 78.039 0.38 
1-tert-butylnaphthalene -18.649 -1106.6 8.7756 -3.0198e-10 -1.7198e-06 77.761 0.38 
1,3,5,8-tetramethylnaphthalene 18.816 -3892.2 -3.3555 0 0 84.85 0.38 
1,2,4,6-tetramethylnaphthalene 5.0738 -2642.9 0.8389 0 0 84.85 0.38 
1,2,3,6-tetramethylnaphthalene 6.9735 -2815.6 0.2591 0 0 84.85 0.38 
1,4,5,8-tetramethylnaphthalene 18.816 -3892.2 -3.3555 0 0 84.85 0.38 
1,2,3,4-tetramethylnaphthalene 5.0738 -2642.9 0.8389 0 0 84.85 0.38 
1,2,5,8-tetramethylnaphthalene 8.9462 -2994.9 -0.3431 0 0 84.85 0.38 
1,2,4,7-tetramethylnaphthalene 5.0738 -2642.9 0.8389 0 0 84.85 0.38 
1,2,5,6-tetramethylnaphthalene 5.0738 -2642.9 0.8389 0 0 84.85 0.38 
1,4,6,7-tetramethylnaphthalene 18.816 -3892.2 -3.3555 0 0 84.85 0.38 
1,2,6,8-tetramethylnaphthalene 74.8671 -7569.4 -21.6786 1.8164e-10 2.7138e-06 84.85 0.38 
1,2,4,8-tetramethylnaphthalene 59.3158 -6552.91 -16.599 -4.308e-11 1.9824e-06 84.85 0.38 
1,3,6,7-tetramethylnaphthalene 67.86 -7132.66 -19.3668 1.8387e-10 2.3145e-06 84.85 0.38 
2,3,6,7-tetramethylnaphthalene 32.9514 -4636.16 -8.1297 -5.2087e-11 1.0016e-06 84.85 0.38 
2-pentylnaphthalene 29.4732 -4413.99 -6.9981 -5.0726e-11 9.266e-07 92.738 0.38 
1-pentylnaphthalene 33.9826 -5229.9 -7.1701 -0.0065 4.3943e-06 92.29 0.38 
indane 37.358 -3733.7 -10.04 6.3179e-11 2.2062e-06 62.107 0.42 
1,2,3,4-tetrahydronaphthalene 39.917 -4132 -10.78 1.9691e-10 2.0405e-06 59.455 0.308 
1-methyl-[1,2,3,4-tetrahydronaphthalene] 18.456 -3186.9 -3.3862 0 0 67.563 0.38 
2-methyl-[1,2,3,4-tetrahydronaphthalene] 18.451 -3182.8 -3.385 0 0 67.478 0.38 
1-ethyl-[1,2,3,4-tetrahydronaphthalene] 18.932 -3362.5 -3.5032 0 0 71.022 0.38 
2-ethyl-[1,2,3,4-tetrahydronaphthalene] 18.959 -3383.8 -3.5087 0 0 71.481 0.38 
2-propyl-[1,2,3,4-tetrahydronaphthalene] 59.1196 -5967.4 -16.5255 -0.002 3.7155e-06 75.497 0.38 
1-propyl-[1,2,3,4-tetrahydronaphthalene] 58.8474 -5948.1 -16.3552 -0.0025 4.0061e-06 74.786 0.38 
2-butyl-[1,2,3,4-tetrahydronaphthalene] 19.885 -3733 -3.7338 0 0 79.473 0.38 
1-butyl-[1,2,3,4-tetrahydronaphthalene] 19.84 -3694.2 -3.7248 0 0 78.627 0.38 
1-pentyl-[1,2,3,4-tetrahydronaphthalene] 20.281 -3862 -3.8316 0 0 82.518 0.38 
2-pentyl-[1,2,3,4-tetrahydronaphthalene] 20.326 -3901.3 -3.8403 0 0 83.379 0.38 
